PATTERN;SEQ;ALL_TIME;TAB_TIME
10000;300000000;2,119;0,001
10000;300500000;2,113;0
10000;301000000;5,085;0
10000;301500000;2,155;0,001
10000;302000000;5,113;0
10000;302500000;5,148;0
10000;303000000;5,099;0
10000;303500000;2,193;0
10000;304000000;4,999;0
10000;304500000;2,154;0
10000;305000000;2,159;0
10000;305500000;5,003;0
10000;306000000;2,199;0
10000;306500000;2,151;0
10000;307000000;2,204;0,001
10000;307500000;2,165;0,001
10000;308000000;2,137;0
10000;308500000;2,191;0
10000;309000000;2,204;0
10000;309500000;2,201;0,001
10000;310000000;2,201;0
10000;310500000;2,205;0
10000;311000000;2,277;0
10000;311500000;5,871;0,001
10000;312000000;2,206;0
10000;312500000;2,178;0
10000;313000000;2,271;0
10000;313500000;2,192;0
10000;314000000;2,189;0
10000;314500000;2,214;0
10000;315000000;2,222;0
10000;315500000;2,212;0
10000;316000000;2,2;0
10000;316500000;2,34;0
10000;317000000;2,251;0
10000;317500000;2,215;0
10000;318000000;5,987;0,001
10000;318500000;2,274;0,001
10000;319000000;2,216;0
10000;319500000;2,202;0
10000;320000000;2,218;0,001
10000;320500000;5,912;0
10000;321000000;2,333;0
10000;321500000;2,302;0
10000;322000000;2,296;0
10000;322500000;2,231;0
10000;323000000;2,262;0
10000;323500000;2,262;0
10000;324000000;2,253;0
10000;324500000;2,225;0
10000;325000000;5,888;0,001
10000;325500000;2,298;0
10000;326000000;6,442;0
10000;326500000;6,68;0
10000;327000000;6,362;0,001
10000;327500000;7,072;0
10000;328000000;2,552;0
10000;328500000;6,052;0
10000;329000000;2,313;0,001
10000;329500000;5,992;0
10000;330000000;2,318;0
10000;330500000;2,314;0
10000;331000000;2,313;0,001
10000;331500000;2,362;0
10000;332000000;2,389;0,001
10000;332500000;2,39;0
10000;333000000;2,382;0
10000;333500000;2,39;0
10000;334000000;2,401;0
10000;334500000;2,428;0,001
10000;335000000;6,921;0
10000;335500000;2,482;0
10000;336000000;6,182;0,001
10000;336500000;6,354;0,001
10000;337000000;6,307;0
10000;337500000;2,416;0
10000;338000000;6,451;0
10000;338500000;2,85;0
10000;339000000;7,159;0
10000;339500000;6,318;0
10000;340000000;2,41;0
10000;340500000;2,378;0
10000;341000000;2,356;0
10000;341500000;2,404;0
10000;342000000;6,178;0
10000;342500000;2,487;0
10000;343000000;2,433;0
10000;343500000;2,436;0
10000;344000000;2,454;0
10000;344500000;6,336;0
10000;345000000;2,443;0
10000;345500000;6,211;0
10000;346000000;2,456;0
10000;346500000;6,339;0
10000;347000000;6,599;0
10000;347500000;6,597;0
10000;348000000;2,454;0
10000;348500000;2,447;0
10000;349000000;2,449;0
10000;349500000;2,454;0
10000;350000000;2,476;0,001
10000;350500000;2,478;0,001
10000;351000000;2,448;0
10000;351500000;2,497;0
10000;352000000;2,567;0
10000;352500000;2,503;0
10000;353000000;2,502;0
10000;353500000;2,504;0
10000;354000000;2,515;0
10000;354500000;2,517;0
10000;355000000;2,519;0
10000;355500000;2,546;0,001
10000;356000000;2,597;0
10000;356500000;6,553;0
10000;357000000;6,436;0
10000;357500000;2,569;0
10000;358000000;2,516;0
10000;358500000;2,576;0,001
10000;359000000;2,541;0
10000;359500000;2,557;0,001
10000;360000000;2,527;0
10000;360500000;2,567;0
10000;361000000;6,553;0
10000;361500000;2,827;0
10000;362000000;2,957;0
10000;362500000;2,825;0
10000;363000000;2,614;0
10000;363500000;2,57;0
10000;364000000;2,52;0
10000;364500000;2,585;0
10000;365000000;6,621;0
10000;365500000;2,678;0
10000;366000000;2,609;0
10000;366500000;2,644;0
10000;367000000;2,589;0
10000;367500000;2,595;0,001
10000;368000000;2,611;0
10000;368500000;2,58;0,001
10000;369000000;2,575;0
10000;369500000;2,572;0
10000;370000000;2,59;0
10000;370500000;2,592;0
10000;371000000;2,62;0
10000;371500000;2,617;0
10000;372000000;2,62;0
10000;372500000;2,564;0
10000;373000000;2,637;0,001
10000;373500000;2,646;0
10000;374000000;2,64;0
10000;374500000;2,617;0
10000;375000000;2,617;0,001
10000;375500000;2,644;0
10000;376000000;2,598;0
10000;376500000;2,661;0
10000;377000000;2,679;0
10000;377500000;2,676;0
10000;378000000;2,672;0
10000;378500000;2,723;0
10000;379000000;2,694;0
10000;379500000;2,691;0
10000;380000000;2,699;0
10000;380500000;2,721;0
10000;381000000;6,845;0
10000;381500000;2,775;0
10000;382000000;2,98;0,001
10000;382500000;3,082;0
10000;383000000;2,779;0
10000;383500000;2,699;0
10000;384000000;6,66;0
10000;384500000;6,824;0
10000;385000000;2,756;0,001
10000;385500000;2,717;0
10000;386000000;2,736;0
10000;386500000;6,783;0
10000;387000000;2,856;0
10000;387500000;6,806;0
10000;388000000;2,85;0
10000;388500000;2,76;0
10000;389000000;2,747;0
10000;389500000;6,843;0
10000;390000000;2,747;0
10000;390500000;2,678;0
10000;391000000;2,705;0
10000;391500000;2,698;0
10000;392000000;2,764;0
10000;392500000;2,74;0
10000;393000000;2,725;0
10000;393500000;2,764;0,001
10000;394000000;2,784;0
10000;394500000;6,776;0
10000;395000000;2,773;0,001
10000;395500000;2,755;0
10000;396000000;2,821;0
10000;396500000;2,774;0
10000;397000000;2,853;0
10000;397500000;2,823;0
10000;398000000;2,779;0
10000;398500000;6,808;0
10000;399000000;2,859;0,001
10000;399500000;2,869;0
10000;400000000;2,853;0,001
10000;400500000;2,853;0
10000;401000000;2,858;0,001
10000;401500000;6,913;0,001
10000;402000000;2,828;0
10000;402500000;6,89;0,001
10000;403000000;2,962;0,001
10000;403500000;2,83;0
10000;404000000;2,833;0,001
10000;404500000;2,875;0
10000;405000000;2,85;0
10000;405500000;2,861;0
10000;406000000;2,883;0
10000;406500000;7,027;0
10000;407000000;2,903;0
10000;407500000;2,892;0
10000;408000000;6,827;0
10000;408500000;2,878;0
10000;409000000;2,989;0
10000;409500000;2,891;0
10000;410000000;2,878;0
10000;410500000;6,885;0
10000;411000000;2,877;0
10000;411500000;2,92;0
10000;412000000;2,926;0
10000;412500000;2,905;0
10000;413000000;2,86;0,001
10000;413500000;2,882;0
10000;414000000;2,908;0
10000;414500000;2,925;0
10000;415000000;2,924;0,001
10000;415500000;2,883;0
10000;416000000;2,945;0
10000;416500000;2,942;0,001
10000;417000000;2,991;0
10000;417500000;2,929;0
10000;418000000;7,26;0
10000;418500000;3,044;0
10000;419000000;2,934;0
10000;419500000;2,977;0
10000;420000000;3,043;0,001
10000;420500000;3,007;0
10000;421000000;3,057;0
10000;421500000;3,021;0,001
10000;422000000;7,208;0
10000;422500000;3,054;0
10000;423000000;2,977;0
10000;423500000;2,953;0
10000;424000000;7,152;0
10000;424500000;3,081;0
10000;425000000;3,019;0
10000;425500000;3,036;0
10000;426000000;7,228;0
10000;426500000;3,019;0
10000;427000000;7,283;0
10000;427500000;3,089;0
10000;428000000;3,134;0
10000;428500000;3,071;0
10000;429000000;7,165;0
10000;429500000;3,061;0
10000;430000000;3,062;0
10000;430500000;7,231;0
10000;431000000;3,177;0
10000;431500000;3,079;0
10000;432000000;3,09;0
10000;432500000;3,077;0
10000;433000000;3,074;0
10000;433500000;3,077;0
10000;434000000;3,073;0
10000;434500000;7,212;0
10000;435000000;3,193;0
10000;435500000;3,145;0
10000;436000000;7,414;0
10000;436500000;3,157;0
10000;437000000;7,252;0
10000;437500000;3,166;0
10000;438000000;3,076;0,001
10000;438500000;3,229;0
10000;439000000;3,105;0
10000;439500000;7,434;0
10000;440000000;3,176;0,001
10000;440500000;7,379;0
10000;441000000;3,154;0
10000;441500000;7,498;0
10000;442000000;3,206;0
10000;442500000;3,127;0
10000;443000000;3,161;0
10000;443500000;7,376;0
10000;444000000;7,438;0
10000;444500000;3,177;0
10000;445000000;3,149;0
10000;445500000;3,123;0
10000;446000000;3,139;0
10000;446500000;3,232;0,001
10000;447000000;3,172;0
10000;447500000;3,217;0
10000;448000000;7,444;0
10000;448500000;3,257;0,001
10000;449000000;3,211;0
10000;449500000;3,261;0
10000;450000000;3,166;0
10000;450500000;7,627;0,001
10000;451000000;7,556;0
10000;451500000;3,239;0
10000;452000000;7,727;0,001
10000;452500000;3,499;0
10000;453000000;3,332;0,001
10000;453500000;7,661;0
10000;454000000;3,276;0
10000;454500000;3,256;0
10000;455000000;3,188;0
10000;455500000;8,345;0
10000;456000000;3,233;0
10000;456500000;3,353;0
10000;457000000;3,26;0
10000;457500000;7,547;0,001
10000;458000000;3,338;0
10000;458500000;3,269;0
10000;459000000;3,266;0
10000;459500000;3,292;0
10000;460000000;3,287;0
10000;460500000;3,275;0
10000;461000000;8,893;0
10000;461500000;3,393;0
10000;462000000;3,272;0
10000;462500000;3,286;0
10000;463000000;3,319;0
10000;463500000;3,296;0
10000;464000000;8,823;0,001
10000;464500000;3,401;0
10000;465000000;3,346;0
10000;465500000;8,953;0
10000;466000000;3,421;0
10000;466500000;3,366;0
10000;467000000;3,242;0
10000;467500000;3,359;0,001
10000;468000000;3,291;0
10000;468500000;3,306;0
10000;469000000;3,255;0
10000;469500000;3,384;0
10000;470000000;3,363;0
10000;470500000;3,415;0,001
10000;471000000;8,771;0
10000;471500000;3,381;0,001
10000;472000000;8,96;0
10000;472500000;3,364;0
10000;473000000;3,362;0
10000;473500000;8,799;0
10000;474000000;3,442;0
10000;474500000;3,357;0
10000;475000000;3,366;0
10000;475500000;3,369;0
10000;476000000;3,372;0
10000;476500000;8,759;0
10000;477000000;8,793;0
10000;477500000;3,417;0
10000;478000000;8,73;0
10000;478500000;3,427;0,001
10000;479000000;8,964;0
10000;479500000;3,543;0
10000;480000000;9,553;0,001
10000;480500000;3,496;0
10000;481000000;3,679;0
10000;481500000;3,469;0,001
10000;482000000;3,444;0
10000;482500000;8,887;0
10000;483000000;3,425;0
10000;483500000;3,45;0
10000;484000000;3,478;0,001
10000;484500000;3,47;0
10000;485000000;3,528;0
10000;485500000;3,548;0
10000;486000000;3,472;0
10000;486500000;3,467;0
10000;487000000;9,248;0,001
10000;487500000;9,184;0
10000;488000000;3,436;0
10000;488500000;3,568;0,001
10000;489000000;3,456;0
10000;489500000;9,094;0
10000;490000000;3,52;0
10000;490500000;3,721;0
10000;491000000;3,475;0
10000;491500000;3,606;0
10000;492000000;9,148;0,001
10000;492500000;8,992;0
10000;493000000;8,86;0
10000;493500000;8,807;0
10000;494000000;3,498;0
10000;494500000;3,485;0
10000;495000000;3,471;0,001
10000;495500000;3,516;0
10000;496000000;9,535;0
10000;496500000;3,647;0
10000;497000000;3,564;0
10000;497500000;9,472;0
10000;498000000;9,221;0
10000;498500000;3,561;0
10000;499000000;9,307;0
10000;499500000;3,617;0,001
10000;500000000;3,582;0
10000;500500000;3,769;0
10000;501000000;9,365;0
10000;501500000;3,693;0
10000;502000000;9,235;0
10000;502500000;3,613;0
10000;503000000;3,527;0
10000;503500000;9,285;0,001
10000;504000000;9,498;0
10000;504500000;3,577;0
10000;505000000;9,38;0
10000;505500000;3,684;0
10000;506000000;9,451;0
10000;506500000;3,647;0
10000;507000000;3,499;0
10000;507500000;3,592;0
10000;508000000;9,519;0
10000;508500000;3,766;0
10000;509000000;3,655;0
10000;509500000;3,635;0
10000;510000000;3,778;0,001
10000;510500000;9,772;0
10000;511000000;3,728;0,001
10000;511500000;10,505;0
10000;512000000;3,854;0
10000;512500000;3,675;0
10000;513000000;3,649;0
10000;513500000;3,655;0
10000;514000000;9,773;0
10000;514500000;9,77;0
10000;515000000;9,684;0
10000;515500000;9,416;0
10000;516000000;9,22;0
10000;516500000;9,287;0
10000;517000000;3,743;0
10000;517500000;3,685;0
10000;518000000;9,472;0
10000;518500000;3,794;0
10000;519000000;3,716;0
10000;519500000;3,677;0,001
10000;520000000;3,685;0
10000;520500000;3,69;0
10000;521000000;3,677;0
10000;521500000;3,694;0
